sample,email_id,annotation_id,start,end,entity_type,text,score
apache_spark,msg_086,msg_086_48,5015,5026,DATE_TIME,24 Jan 2025,0.85
apache_spark,msg_086,msg_086_49,5073,5086,PERSON,Dongjoon Hyun,0.85
apache_spark,msg_086,msg_086_50,5124,5135,DATE_TIME,24 Jan 2025,0.85
apache_spark,msg_086,msg_086_51,5136,5144,DATE_TIME,12:24:57,0.85
apache_spark,msg_086,msg_086_52,5367,5374,NRP,Connect,0.85
apache_spark,msg_086,msg_086_53,259,272,IP_ADDRESS,3.227.148.255,0.6
apache_spark,msg_086,msg_086_54,474,489,IP_ADDRESS,116.203.246.181,0.6
apache_spark,msg_086,msg_086_55,1310,1325,IP_ADDRESS,116.203.196.100,0.6
apache_spark,msg_086,msg_086_56,1484,1493,IP_ADDRESS,127.0.0.1,0.6
apache_spark,msg_086,msg_086_57,2227,2242,IP_ADDRESS,116.203.227.195,0.6
apache_spark,msg_086,msg_086_58,2288,2303,IP_ADDRESS,116.203.196.100,0.6
apache_spark,msg_086,msg_086_59,2663,2677,IP_ADDRESS,209.85.166.173,0.6
apache_spark,msg_086,msg_086_60,4904,4939,IP_ADDRESS,2002:a05:6e02:3a11:b0:3ce:6b10:17fc,0.6
apache_spark,msg_086,msg_086_61,52,69,URL,cust-asf.ponee.io,0.5
apache_spark,msg_086,msg_086_62,70,86,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_63,122,139,URL,cust-asf.ponee.io,0.5
apache_spark,msg_086,msg_086_64,173,190,URL,cust-asf.ponee.io,0.5
apache_spark,msg_086,msg_086_65,206,230,URL,mxout1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_66,232,256,URL,mxout1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_67,279,296,URL,mx-eu-03.ponee.io,0.5
apache_spark,msg_086,msg_086_68,358,375,URL,cust-asf.ponee.io,0.5
apache_spark,msg_086,msg_086_69,432,447,URL,mail.apache.org,0.5
apache_spark,msg_086,msg_086_70,449,472,URL,mailgw-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_71,598,622,URL,mxout1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_72,643,667,URL,mxout1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_73,721,738,URL,cust-asf.ponee.io,0.5
apache_spark,msg_086,msg_086_74,884,900,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_75,960,976,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_76,1020,1036,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_77,1061,1077,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_78,1089,1109,URL,dev.spark.apache.org,0.5
apache_spark,msg_086,msg_086_79,1142,1158,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_80,1247,1273,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_81,1280,1306,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_82,1331,1341,URL,apache.org,0.5
apache_spark,msg_086,msg_086_83,1425,1435,URL,apache.org,0.5
apache_spark,msg_086,msg_086_84,1500,1526,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_85,1547,1573,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_86,1612,1628,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_87,1708,1734,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_88,2101,2127,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_89,2178,2187,URL,gmail.com,0.5
apache_spark,msg_086,msg_086_90,2203,2224,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_91,2260,2286,URL,spamproc1-he-de.apache.org,0.5
apache_spark,msg_086,msg_086_92,2370,2386,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_93,2509,2533,URL,mail-il1-f173.google.com,0.5
apache_spark,msg_086,msg_086_94,2563,2572,URL,gmail.com,0.5
apache_spark,msg_086,msg_086_95,2610,2634,URL,mail-il1-f173.google.com,0.5
apache_spark,msg_086,msg_086_96,2636,2660,URL,mail-il1-f173.google.com,0.5
apache_spark,msg_086,msg_086_97,2684,2705,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_98,2726,2747,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_086,msg_086_99,2786,2802,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_100,2856,2880,URL,mail-il1-f173.google.com,0.5
apache_spark,msg_086,msg_086_101,2952,2968,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_102,3073,3082,URL,gmail.com,0.5
apache_spark,msg_086,msg_086_103,3130,3146,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_104,3793,3802,URL,1e100.net,0.5
apache_spark,msg_086,msg_086_105,5102,5111,URL,gmail.com,0.5
apache_spark,msg_086,msg_086_106,5297,5311,URL,mail.gmail.com,0.5
apache_spark,msg_086,msg_086_107,5400,5416,URL,spark.apache.org,0.5
apache_spark,msg_086,msg_086_108,258,272,PHONE_NUMBER,[3.227.148.255,0.4
apache_spark,msg_086,msg_086_109,473,489,PHONE_NUMBER,[116.203.246.181,0.4
apache_spark,msg_086,msg_086_110,1309,1325,PHONE_NUMBER,(116.203.196.100,0.4
apache_spark,msg_086,msg_086_111,2287,2303,PHONE_NUMBER,[116.203.196.100,0.4
apache_spark,msg_086,msg_086_112,3098,3108,PHONE_NUMBER,1737750310,0.4
apache_spark,msg_086,msg_086_113,3112,3122,PHONE_NUMBER,1738355110,0.4
apache_spark,msg_086,msg_086_114,3818,3828,PHONE_NUMBER,1737750310,0.4
apache_spark,msg_086,msg_086_115,3832,3842,PHONE_NUMBER,1738355110,0.4
apache_spark,msg_086,msg_086_116,2518,2522,US_DRIVER_LICENSE,f173,0.3
apache_spark,msg_086,msg_086_117,2619,2623,US_DRIVER_LICENSE,f173,0.3
apache_spark,msg_086,msg_086_118,2645,2649,US_DRIVER_LICENSE,f173,0.3
apache_spark,msg_086,msg_086_119,2865,2869,US_DRIVER_LICENSE,f173,0.3
apache_spark,msg_086,msg_086_120,4909,4912,US_DRIVER_LICENSE,a05,0.3
apache_spark,msg_086,msg_086_121,4923,4925,US_DRIVER_LICENSE,b0,0.3
apache_spark,msg_086,msg_086_122,3086,3094,US_BANK_NUMBER,20230601,0.05
apache_spark,msg_086,msg_086_123,3098,3108,US_BANK_NUMBER,1737750310,0.05
apache_spark,msg_086,msg_086_124,3112,3122,US_BANK_NUMBER,1738355110,0.05
apache_spark,msg_086,msg_086_125,3806,3814,US_BANK_NUMBER,20230601,0.05
apache_spark,msg_086,msg_086_126,3818,3828,US_BANK_NUMBER,1737750310,0.05
apache_spark,msg_086,msg_086_127,3832,3842,US_BANK_NUMBER,1738355110,0.05
apache_spark,msg_086,msg_086_128,4995,5008,US_BANK_NUMBER,1737750309696,0.05
apache_spark,msg_086,msg_086_129,797,804,US_DRIVER_LICENSE,3565692,0.01
apache_spark,msg_086,msg_086_130,1176,1183,US_DRIVER_LICENSE,3565646,0.01
apache_spark,msg_086,msg_086_131,3086,3094,US_DRIVER_LICENSE,20230601,0.01
apache_spark,msg_086,msg_086_132,3098,3108,US_DRIVER_LICENSE,1737750310,0.01
apache_spark,msg_086,msg_086_133,3112,3122,US_DRIVER_LICENSE,1738355110,0.01
apache_spark,msg_086,msg_086_134,3806,3814,US_DRIVER_LICENSE,20230601,0.01
apache_spark,msg_086,msg_086_135,3818,3828,US_DRIVER_LICENSE,1737750310,0.01
apache_spark,msg_086,msg_086_136,3832,3842,US_DRIVER_LICENSE,1738355110,0.01
apache_spark,msg_086,msg_086_137,4995,5008,US_DRIVER_LICENSE,1737750309696,0.01
apache_spark,msg_033,msg_033_0,16,86,EMAIL_ADDRESS,dev-return-37327-archive-asf-public=cust-asf.ponee.io@spark.apache.org,1.0
apache_spark,msg_033,msg_033_1,103,139,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io,1.0
apache_spark,msg_033,msg_033_2,154,190,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io,1.0
apache_spark,msg_033,msg_033_3,337,373,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io,1.0
apache_spark,msg_033,msg_033_4,790,826,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io,1.0
apache_spark,msg_033,msg_033_5,963,988,EMAIL_ADDRESS,dev-help@spark.apache.org,1.0
apache_spark,msg_033,msg_033_6,1039,1064,EMAIL_ADDRESS,dev-help@spark.apache.org,1.0
apache_spark,msg_033,msg_033_7,1092,1124,EMAIL_ADDRESS,dev-unsubscribe@spark.apache.org,1.0
apache_spark,msg_033,msg_033_8,1145,1165,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_9,1226,1246,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_10,1694,1714,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_11,2492,2512,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_12,2661,2698,EMAIL_ADDRESS,envelope-from=dongjoon.hyun@gmail.com,1.0
apache_spark,msg_033,msg_033_13,2908,2928,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_14,3073,3093,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_15,4651,4744,EMAIL_ADDRESS,AJvYcCXhSSpdd5okTjdpM+YVC7mK56eNzuV4QTkvh3DEEHXzecRkxZLlCQMiPGnbrVDJYHXMiKE=@spark.apache.org,1.0
apache_spark,msg_033,msg_033_16,5372,5438,EMAIL_ADDRESS,CAEQOfPNQHUy0StmC14fuoKK3hBbuBiMdQ1bJ=+NpzYNZk8GStw@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_17,5442,5508,EMAIL_ADDRESS,CAFu6yH2knQdHqCfb0HxZ6fFm3BMX6fzCq4F9VMM-u80xQeD5eA@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_18,5512,5578,EMAIL_ADDRESS,CAEQOfPO5gBjdwnz+CF3LQ2u4-qtungNRsJhhNeuHYpVz39bU_w@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_19,5582,5648,EMAIL_ADDRESS,CAMFhwAZtKi3eOuKaEnLyePCv=P2LfcV27nBGHZb_5KER18Q3hw@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_20,5652,5718,EMAIL_ADDRESS,CAMFhwAZUL9PuyGGT_aaxj9ojY9-5=tm_t3r7z0KKZXdkJHV-qQ@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_21,5722,5788,EMAIL_ADDRESS,CAFu6yH2Sn=t1nxNskrGxQOf9+Wax=bNHA6Da8Ut59npg2uWwLg@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_22,5792,5858,EMAIL_ADDRESS,CAMFhwAYQqxEB3b5Re7ocya-GoZevsUE_Wn60B5sGSQy7my4AAA@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_23,5862,5928,EMAIL_ADDRESS,CAEQOfPOC0Zt2WaXrjP+oDoO4aCY15K3RNGbcjffzavpGbMZYSQ@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_24,5932,5998,EMAIL_ADDRESS,CAFu6yH0w1qYnNqp3PjpanFb6nsWFnZPqck-rq5fU2Sr-Or7=7g@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_25,6002,6068,EMAIL_ADDRESS,CAEQOfPMLVXd2wbs4_3ANxGDUx7kPpo9czcQmi8R4zSXpf5sNQw@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_26,6072,6138,EMAIL_ADDRESS,CAFu6yH1k+1Y8xnJiBJ458kbZou5U4BhEJTPmaPpiQ=po6O_B2Q@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_27,6142,6208,EMAIL_ADDRESS,CAEQOfPMFrDCsORCKorefsZ_B4ob8qi9-_p0qJXmt7yTn+W50bA@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_28,6212,6278,EMAIL_ADDRESS,CAFu6yH2mZKX18vhGWZh-KcrzDVThNiPTycbaN63Rt9qdipY+jg@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_29,6282,6348,EMAIL_ADDRESS,CAEQOfPNn87Q5mmonfzTuTT6KnQDDDrd1j0Mo34JStacKwpk=xA@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_30,6366,6432,EMAIL_ADDRESS,CAEQOfPNn87Q5mmonfzTuTT6KnQDDDrd1j0Mo34JStacKwpk=xA@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_31,6455,6478,EMAIL_ADDRESS,dongjoon.hyun@gmail.com,1.0
apache_spark,msg_033,msg_033_32,6612,6678,EMAIL_ADDRESS,CAFu6yH2gsM1Q49-0ZwkWhFFkc6yLNADJ05fr-jopDM_TqFJFAQ@mail.gmail.com,1.0
apache_spark,msg_033,msg_033_33,6746,6765,EMAIL_ADDRESS,cloud0fan@gmail.com,1.0
apache_spark,msg_033,msg_033_34,6785,6805,EMAIL_ADDRESS,gurwls223@apache.org,1.0
apache_spark,msg_033,msg_033_35,6824,6844,EMAIL_ADDRESS,dev@spark.apache.org,1.0
apache_spark,msg_033,msg_033_36,2613,2627,IP_ADDRESS,209.85.166.177,0.95
apache_spark,msg_033,msg_033_37,382,393,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_38,394,408,DATE_TIME,08:30:28 +0000,0.85
apache_spark,msg_033,msg_033_39,487,490,LOCATION,c2c,0.85
apache_spark,msg_033,msg_033_40,835,846,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_41,847,861,DATE_TIME,08:29:08 +0000,0.85
apache_spark,msg_033,msg_033_42,914,925,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_43,1264,1271,DATE_TIME,2508440,0.85
apache_spark,msg_033,msg_033_44,1293,1304,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_45,1461,1472,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_46,1473,1481,PERSON,08:29:03,0.85
apache_spark,msg_033,msg_033_47,1722,1733,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_48,1734,1742,PERSON,08:29:03,0.85
apache_spark,msg_033,msg_033_49,1772,1778,NRP,Debian,0.85
apache_spark,msg_033,msg_033_50,1977,1995,LOCATION,DKIM_VALID_AU=-0.1,0.85
apache_spark,msg_033,msg_033_51,2036,2063,LOCATION,RCVD_IN_DNSWL_BLOCKED=0.001,0.85
apache_spark,msg_033,msg_033_52,2167,2182,NRP,SPF_PASS=-0.001,0.85
apache_spark,msg_033,msg_033_53,2452,2457,DATE_TIME,10024,0.85
apache_spark,msg_033,msg_033_54,2521,2532,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_55,2533,2541,DATE_TIME,08:29:01,0.85
apache_spark,msg_033,msg_033_56,2936,2947,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_57,2948,2956,DATE_TIME,08:29:01,0.85
apache_spark,msg_033,msg_033_58,3101,3112,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_59,5194,5198,DATE_TIME,2002,0.85
apache_spark,msg_033,msg_033_60,5305,5316,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_61,6440,6453,PERSON,Dongjoon Hyun,0.85
apache_spark,msg_033,msg_033_62,6491,6502,DATE_TIME,15 Jan 2025,0.85
apache_spark,msg_033,msg_033_63,6733,6744,PERSON,Wenchen Fan,0.85
apache_spark,msg_033,msg_033_64,6771,6783,PERSON,Hyukjin Kwon,0.85
apache_spark,msg_033,msg_033_65,257,270,IP_ADDRESS,95.216.194.37,0.6
apache_spark,msg_033,msg_033_66,478,497,IP_ADDRESS,2a01:4f8:c2c:d4aa::,0.6
apache_spark,msg_033,msg_033_67,1398,1412,IP_ADDRESS,95.217.134.168,0.6
apache_spark,msg_033,msg_033_68,1571,1580,IP_ADDRESS,127.0.0.1,0.6
apache_spark,msg_033,msg_033_69,2354,2369,IP_ADDRESS,116.203.227.195,0.6
apache_spark,msg_033,msg_033_70,2415,2429,IP_ADDRESS,95.217.134.168,0.6
apache_spark,msg_033,msg_033_71,2789,2803,IP_ADDRESS,209.85.166.177,0.6
apache_spark,msg_033,msg_033_72,5194,5229,IP_ADDRESS,2002:a05:6e02:3d09:b0:3ce:7cf5:4cb7,0.6
apache_spark,msg_033,msg_033_73,52,69,URL,cust-asf.ponee.io,0.5
apache_spark,msg_033,msg_033_74,70,86,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_75,122,139,URL,cust-asf.ponee.io,0.5
apache_spark,msg_033,msg_033_76,173,190,URL,cust-asf.ponee.io,0.5
apache_spark,msg_033,msg_033_77,206,229,URL,mxout1-he-de.apache.org,0.5
apache_spark,msg_033,msg_033_78,231,254,URL,mxout1-he-de.apache.org,0.5
apache_spark,msg_033,msg_033_79,277,294,URL,mx-eu-03.ponee.io,0.5
apache_spark,msg_033,msg_033_80,356,373,URL,cust-asf.ponee.io,0.5
apache_spark,msg_033,msg_033_81,430,445,URL,mail.apache.org,0.5
apache_spark,msg_033,msg_033_82,447,470,URL,mailgw-he-de.apache.org,0.5
apache_spark,msg_033,msg_033_83,688,711,URL,mxout1-he-de.apache.org,0.5
apache_spark,msg_033,msg_033_84,732,755,URL,mxout1-he-de.apache.org,0.5
apache_spark,msg_033,msg_033_85,809,826,URL,cust-asf.ponee.io,0.5
apache_spark,msg_033,msg_033_86,972,988,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_87,1048,1064,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_88,1108,1124,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_89,1149,1165,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_90,1177,1197,URL,dev.spark.apache.org,0.5
apache_spark,msg_033,msg_033_91,1230,1246,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_92,1335,1361,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_93,1368,1394,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_94,1418,1428,URL,apache.org,0.5
apache_spark,msg_033,msg_033_95,1512,1522,URL,apache.org,0.5
apache_spark,msg_033,msg_033_96,1587,1613,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_97,1634,1660,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_98,1698,1714,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_99,1794,1820,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_100,2228,2254,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_101,2305,2314,URL,gmail.com,0.5
apache_spark,msg_033,msg_033_102,2330,2351,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_033,msg_033_103,2387,2413,URL,spamproc1-he-fi.apache.org,0.5
apache_spark,msg_033,msg_033_104,2496,2512,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_105,2635,2659,URL,mail-il1-f177.google.com,0.5
apache_spark,msg_033,msg_033_106,2689,2698,URL,gmail.com,0.5
apache_spark,msg_033,msg_033_107,2736,2760,URL,mail-il1-f177.google.com,0.5
apache_spark,msg_033,msg_033_108,2762,2786,URL,mail-il1-f177.google.com,0.5
apache_spark,msg_033,msg_033_109,2810,2831,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_033,msg_033_110,2852,2873,URL,mx1-ec2-va.apache.org,0.5
apache_spark,msg_033,msg_033_111,2912,2928,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_112,2982,3006,URL,mail-il1-f177.google.com,0.5
apache_spark,msg_033,msg_033_113,3077,3093,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_114,3198,3207,URL,gmail.com,0.5
apache_spark,msg_033,msg_033_115,3255,3271,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_116,3944,3953,URL,1e100.net,0.5
apache_spark,msg_033,msg_033_117,4728,4744,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_118,5424,5438,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_119,5494,5508,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_120,5564,5578,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_121,5634,5648,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_122,5704,5718,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_123,5774,5788,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_124,5844,5858,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_125,5914,5928,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_126,5984,5998,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_127,6054,6068,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_128,6124,6138,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_129,6194,6208,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_130,6264,6278,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_131,6334,6348,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_132,6418,6432,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_133,6469,6478,URL,gmail.com,0.5
apache_spark,msg_033,msg_033_134,6664,6678,URL,mail.gmail.com,0.5
apache_spark,msg_033,msg_033_135,6756,6765,URL,gmail.com,0.5
apache_spark,msg_033,msg_033_136,6795,6805,URL,apache.org,0.5
apache_spark,msg_033,msg_033_137,6828,6844,URL,spark.apache.org,0.5
apache_spark,msg_033,msg_033_138,256,270,PHONE_NUMBER,[95.216.194.37,0.4
apache_spark,msg_033,msg_033_139,932,940,PHONE_NUMBER,04 -0000,0.4
apache_spark,msg_033,msg_033_140,1311,1319,PHONE_NUMBER,03 -0000,0.4
apache_spark,msg_033,msg_033_141,3223,3233,PHONE_NUMBER,1736929735,0.4
apache_spark,msg_033,msg_033_142,3237,3247,PHONE_NUMBER,1737534535,0.4
apache_spark,msg_033,msg_033_143,3969,3979,PHONE_NUMBER,1736929735,0.4
apache_spark,msg_033,msg_033_144,3983,3993,PHONE_NUMBER,1737534535,0.4
apache_spark,msg_033,msg_033_145,582,588,US_DRIVER_LICENSE,X25519,0.3
apache_spark,msg_033,msg_033_146,2644,2648,US_DRIVER_LICENSE,f177,0.3
apache_spark,msg_033,msg_033_147,2745,2749,US_DRIVER_LICENSE,f177,0.3
apache_spark,msg_033,msg_033_148,2771,2775,US_DRIVER_LICENSE,f177,0.3
