sample,email_id,annotation_id,start,end,entity_type,text
apache_spark,msg_086,msg_086_85,1547,1573,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_086,msg_086_86,1612,1628,DOMAIN,spark.apache.org
apache_spark,msg_086,msg_086_87,1708,1734,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_086,msg_086_88,2101,2127,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_086,msg_086_89,2178,2187,DOMAIN,gmail.com
apache_spark,msg_086,msg_086_90,2203,2224,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_086,msg_086_91,2260,2286,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_086,msg_086_92,2370,2386,DOMAIN,spark.apache.org
apache_spark,msg_086,msg_086_93,2509,2533,DOMAIN,mail-il1-f173.google.com
apache_spark,msg_086,msg_086_94,2563,2572,DOMAIN,gmail.com
apache_spark,msg_086,msg_086_95,2610,2634,DOMAIN,mail-il1-f173.google.com
apache_spark,msg_086,msg_086_96,2636,2660,DOMAIN,mail-il1-f173.google.com
apache_spark,msg_086,msg_086_97,2684,2705,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_086,msg_086_98,2726,2747,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_086,msg_086_99,2786,2802,DOMAIN,spark.apache.org
apache_spark,msg_086,msg_086_100,2856,2880,DOMAIN,mail-il1-f173.google.com
apache_spark,msg_086,msg_086_101,2952,2968,DOMAIN,spark.apache.org
apache_spark,msg_086,msg_086_102,3073,3082,DOMAIN,gmail.com
apache_spark,msg_086,msg_086_103,3130,3146,DOMAIN,spark.apache.org
apache_spark,msg_086,msg_086_104,3793,3802,DOMAIN,1e100.net
apache_spark,msg_086,msg_086_105,5102,5111,DOMAIN,gmail.com
apache_spark,msg_086,msg_086_106,5297,5311,DOMAIN,mail.gmail.com
apache_spark,msg_086,msg_086_107,5400,5416,DOMAIN,spark.apache.org
apache_spark,msg_086,Dl-cIv5WDU,70,86,DOMAIN,spark.apache.org
apache_spark,msg_086,xpO36PIghr,52,69,DOMAIN,cust-asf.ponee.io
apache_spark,msg_086,BJ7QeAbPqD,16,86,EMAIL_ADDRESS,dev-return-37404-archive-asf-public=cust-asf.ponee.io@spark.apache.org
apache_spark,msg_086,ArAXe0D3kv,122,139,DOMAIN,cust-asf.ponee.io
apache_spark,msg_086,AWHfswp177,379,416,DATE_TIME,"Fri, 24 Jan 2025 20:25:25 +0000 (UTC)"
apache_spark,msg_086,jBwW4C6_xK,742,779,DATE_TIME,"Fri, 24 Jan 2025 20:25:23 +0000 (UTC)"
apache_spark,msg_086,Vt2XIIOgwv,826,852,DATE_TIME,24 Jan 2025 20:25:19 -0000
apache_spark,msg_086,eW3wUHehTx,1205,1231,DATE_TIME,24 Jan 2025 20:25:18 -0000
apache_spark,msg_086,eQphLloetI,1369,1400,DATE_TIME,"Fri, 24 Jan 2025 20:25:17 +0000"
apache_spark,msg_086,IleQDvr4JT,1631,1668,DATE_TIME,"Fri, 24 Jan 2025 20:25:17 +0000 (UTC)"
apache_spark,msg_086,GX7TdV3LgM,2390,2427,DATE_TIME,"Fri, 24 Jan 2025 20:25:17 +0000 (UTC)"
apache_spark,msg_086,ZqxEEdoDFf,2805,2842,DATE_TIME,"Fri, 24 Jan 2025 20:25:16 +0000 (UTC)"
apache_spark,msg_086,My8MbcStis,2971,3008,DATE_TIME,"Fri, 24 Jan 2025 12:25:16 -0800 (PST)"
apache_spark,msg_086,xEMQD6v8Ba,5119,5150,DATE_TIME,"Fri, 24 Jan 2025 12:24:57 -0800"
apache_spark,msg_086,qiDMd4q_Uc,5010,5048,DATE_TIME,"Fri, 24 Jan 2025\n 12:25:09 -0800 (PST)"
apache_spark,msg_086,HSYe9n4r6h,2549,2572,EMAIL_ADDRESS,dongjoon.hyun@gmail.com
apache_spark,msg_086,BTcXKitEI7,76,82,ORGANIZATION,apache
apache_spark,msg_086,4MD4Y22qZf,220,226,ORGANIZATION,apache
apache_spark,msg_086,2rqL7Fj4ad,246,252,ORGANIZATION,apache
apache_spark,msg_086,6RLsYlsYjX,462,468,ORGANIZATION,apache
apache_spark,msg_086,jPoZ5H_oGY,437,443,ORGANIZATION,apache
apache_spark,msg_086,nIvzulutDX,612,618,ORGANIZATION,apache
apache_spark,msg_086,nPdlZ2U3UG,657,663,ORGANIZATION,apache
apache_spark,msg_086,kVFgEOc0iH,890,896,ORGANIZATION,apache
apache_spark,msg_086,6Gxd4DODiK,1026,1032,ORGANIZATION,apache
apache_spark,msg_086,HGGkyZCUi9,966,972,ORGANIZATION,apache
apache_spark,msg_086,LKAjUulNsJ,1067,1073,ORGANIZATION,apache
apache_spark,msg_086,y5jlB21Dn6,1099,1105,ORGANIZATION,apache
apache_spark,msg_086,VL2EMlxp9r,1148,1154,ORGANIZATION,apache
apache_spark,msg_086,HW3JyHdjhm,1296,1302,ORGANIZATION,apache
apache_spark,msg_086,8Efxi4x0xO,1263,1269,ORGANIZATION,apache
apache_spark,msg_086,EUJXPtJGte,1331,1337,ORGANIZATION,apache
apache_spark,msg_086,uhIWJWz4oD,1425,1431,ORGANIZATION,apache
apache_spark,msg_086,5UK1XmmXTn,1563,1569,ORGANIZATION,apache
apache_spark,msg_086,GEOoyk71JF,1516,1522,ORGANIZATION,apache
apache_spark,msg_086,M3V2CpbyRY,1618,1624,ORGANIZATION,apache
apache_spark,msg_086,q06LYRt0bj,1724,1730,ORGANIZATION,apache
apache_spark,msg_086,hJkuM4rZCF,2117,2123,ORGANIZATION,apache
apache_spark,msg_086,-b8GpvakV7,2214,2220,ORGANIZATION,apache
apache_spark,msg_086,EkrsGidT-R,2276,2282,ORGANIZATION,apache
apache_spark,msg_086,p62hFuSirn,2376,2382,ORGANIZATION,apache
apache_spark,msg_086,GldndaEKM_,2523,2529,ORGANIZATION,google
apache_spark,msg_086,nIBZHAsl16,2650,2656,ORGANIZATION,google
apache_spark,msg_086,49cnmbwxC8,2624,2630,ORGANIZATION,google
apache_spark,msg_086,bqgzkblVkN,2695,2701,ORGANIZATION,apache
apache_spark,msg_086,qNpQcGN3S3,2737,2743,ORGANIZATION,apache
apache_spark,msg_086,fX-NuWMQMq,2792,2798,ORGANIZATION,apache
apache_spark,msg_086,cus-5ffUlP,2870,2876,ORGANIZATION,google
apache_spark,msg_086,kmVduFXOPm,2958,2964,ORGANIZATION,apache
apache_spark,msg_086,jQT4jICFY2,3136,3142,ORGANIZATION,apache
apache_spark,msg_086,fBafuf7sYz,5406,5412,ORGANIZATION,apache
apache_spark,msg_086,zE1hO26RL3,3722,3728,ORGANIZATION,Google
apache_spark,msg_086,SjBy-onfUM,4774,4780,ORGANIZATION,Google
apache_spark,msg_033,msg_033_0,16,86,EMAIL_ADDRESS,dev-return-37327-archive-asf-public=cust-asf.ponee.io@spark.apache.org
apache_spark,msg_033,msg_033_1,103,139,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_033,msg_033_2,154,190,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_033,msg_033_3,337,373,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_033,msg_033_4,790,826,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_033,msg_033_5,963,988,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_033,msg_033_6,1039,1064,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_033,msg_033_7,1092,1124,EMAIL_ADDRESS,dev-unsubscribe@spark.apache.org
apache_spark,msg_033,msg_033_8,1145,1165,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_9,1226,1246,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_10,1694,1714,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_11,2492,2512,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_13,2908,2928,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_14,3073,3093,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_15,4651,4744,MESSAGE_ID,AJvYcCXhSSpdd5okTjdpM+YVC7mK56eNzuV4QTkvh3DEEHXzecRkxZLlCQMiPGnbrVDJYHXMiKE=@spark.apache.org
apache_spark,msg_033,msg_033_16,5372,5438,MESSAGE_ID,CAEQOfPNQHUy0StmC14fuoKK3hBbuBiMdQ1bJ=+NpzYNZk8GStw@mail.gmail.com
apache_spark,msg_033,msg_033_17,5442,5508,MESSAGE_ID,CAFu6yH2knQdHqCfb0HxZ6fFm3BMX6fzCq4F9VMM-u80xQeD5eA@mail.gmail.com
apache_spark,msg_033,msg_033_18,5512,5578,MESSAGE_ID,CAEQOfPO5gBjdwnz+CF3LQ2u4-qtungNRsJhhNeuHYpVz39bU_w@mail.gmail.com
apache_spark,msg_033,msg_033_19,5582,5648,MESSAGE_ID,CAMFhwAZtKi3eOuKaEnLyePCv=P2LfcV27nBGHZb_5KER18Q3hw@mail.gmail.com
apache_spark,msg_033,msg_033_20,5652,5718,MESSAGE_ID,CAMFhwAZUL9PuyGGT_aaxj9ojY9-5=tm_t3r7z0KKZXdkJHV-qQ@mail.gmail.com
apache_spark,msg_033,msg_033_21,5722,5788,MESSAGE_ID,CAFu6yH2Sn=t1nxNskrGxQOf9+Wax=bNHA6Da8Ut59npg2uWwLg@mail.gmail.com
apache_spark,msg_033,msg_033_22,5792,5858,MESSAGE_ID,CAMFhwAYQqxEB3b5Re7ocya-GoZevsUE_Wn60B5sGSQy7my4AAA@mail.gmail.com
apache_spark,msg_033,msg_033_23,5862,5928,MESSAGE_ID,CAEQOfPOC0Zt2WaXrjP+oDoO4aCY15K3RNGbcjffzavpGbMZYSQ@mail.gmail.com
apache_spark,msg_033,msg_033_24,5932,5998,MESSAGE_ID,CAFu6yH0w1qYnNqp3PjpanFb6nsWFnZPqck-rq5fU2Sr-Or7=7g@mail.gmail.com
apache_spark,msg_033,msg_033_25,6002,6068,MESSAGE_ID,CAEQOfPMLVXd2wbs4_3ANxGDUx7kPpo9czcQmi8R4zSXpf5sNQw@mail.gmail.com
apache_spark,msg_033,msg_033_26,6072,6138,MESSAGE_ID,CAFu6yH1k+1Y8xnJiBJ458kbZou5U4BhEJTPmaPpiQ=po6O_B2Q@mail.gmail.com
apache_spark,msg_033,msg_033_27,6142,6208,MESSAGE_ID,CAEQOfPMFrDCsORCKorefsZ_B4ob8qi9-_p0qJXmt7yTn+W50bA@mail.gmail.com
apache_spark,msg_033,msg_033_28,6212,6278,MESSAGE_ID,CAFu6yH2mZKX18vhGWZh-KcrzDVThNiPTycbaN63Rt9qdipY+jg@mail.gmail.com
apache_spark,msg_033,msg_033_29,6282,6348,MESSAGE_ID,CAEQOfPNn87Q5mmonfzTuTT6KnQDDDrd1j0Mo34JStacKwpk=xA@mail.gmail.com
apache_spark,msg_033,msg_033_30,6366,6432,MESSAGE_ID,CAEQOfPNn87Q5mmonfzTuTT6KnQDDDrd1j0Mo34JStacKwpk=xA@mail.gmail.com
apache_spark,msg_033,msg_033_31,6455,6478,EMAIL_ADDRESS,dongjoon.hyun@gmail.com
apache_spark,msg_033,msg_033_32,6612,6678,MESSAGE_ID,CAFu6yH2gsM1Q49-0ZwkWhFFkc6yLNADJ05fr-jopDM_TqFJFAQ@mail.gmail.com
apache_spark,msg_033,msg_033_33,6746,6765,EMAIL_ADDRESS,cloud0fan@gmail.com
apache_spark,msg_033,msg_033_34,6785,6805,EMAIL_ADDRESS,gurwls223@apache.org
apache_spark,msg_033,msg_033_35,6824,6844,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_033,msg_033_36,2613,2627,IP_ADDRESS,209.85.166.177
apache_spark,msg_033,msg_033_61,6440,6453,PERSON,Dongjoon Hyun
apache_spark,msg_033,msg_033_63,6733,6744,PERSON,Wenchen Fan
apache_spark,msg_033,msg_033_64,6771,6783,PERSON,Hyukjin Kwon
apache_spark,msg_033,msg_033_65,257,270,IP_ADDRESS,95.216.194.37
apache_spark,msg_033,msg_033_67,1398,1412,IP_ADDRESS,95.217.134.168
apache_spark,msg_033,msg_033_68,1571,1580,IP_ADDRESS,127.0.0.1
apache_spark,msg_033,msg_033_69,2354,2369,IP_ADDRESS,116.203.227.195
apache_spark,msg_033,msg_033_70,2415,2429,IP_ADDRESS,95.217.134.168
apache_spark,msg_033,msg_033_71,2789,2803,IP_ADDRESS,209.85.166.177
apache_spark,msg_033,msg_033_72,5194,5229,IP_ADDRESS,2002:a05:6e02:3d09:b0:3ce:7cf5:4cb7
apache_spark,msg_033,msg_033_73,52,69,DOMAIN,cust-asf.ponee.io
apache_spark,msg_033,msg_033_74,70,86,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_75,122,139,DOMAIN,cust-asf.ponee.io
apache_spark,msg_033,msg_033_76,173,190,DOMAIN,cust-asf.ponee.io
apache_spark,msg_033,msg_033_77,206,229,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_033,msg_033_78,231,254,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_033,msg_033_79,277,294,DOMAIN,mx-eu-03.ponee.io
apache_spark,msg_033,msg_033_80,356,373,DOMAIN,cust-asf.ponee.io
apache_spark,msg_033,msg_033_81,430,445,DOMAIN,mail.apache.org
apache_spark,msg_033,msg_033_82,447,470,DOMAIN,mailgw-he-de.apache.org
apache_spark,msg_033,msg_033_83,688,711,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_033,msg_033_84,732,755,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_033,msg_033_85,809,826,DOMAIN,cust-asf.ponee.io
apache_spark,msg_033,msg_033_86,972,988,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_87,1048,1064,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_88,1108,1124,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_89,1149,1165,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_90,1177,1197,DOMAIN,dev.spark.apache.org
apache_spark,msg_033,msg_033_91,1230,1246,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_92,1335,1361,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_93,1368,1394,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_94,1418,1428,DOMAIN,apache.org
apache_spark,msg_033,msg_033_95,1512,1522,DOMAIN,apache.org
apache_spark,msg_033,msg_033_96,1587,1613,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_97,1634,1660,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_98,1698,1714,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_99,1794,1820,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_100,2228,2254,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_101,2305,2314,DOMAIN,gmail.com
apache_spark,msg_033,msg_033_102,2330,2351,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_033,msg_033_103,2387,2413,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_033,msg_033_104,2496,2512,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_106,2689,2698,DOMAIN,gmail.com
apache_spark,msg_033,msg_033_107,2736,2760,DOMAIN,mail-il1-f177.google.com
apache_spark,msg_033,msg_033_108,2762,2786,DOMAIN,mail-il1-f177.google.com
apache_spark,msg_033,msg_033_109,2810,2831,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_033,msg_033_110,2852,2873,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_033,msg_033_111,2912,2928,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_112,2982,3006,DOMAIN,mail-il1-f177.google.com
apache_spark,msg_033,msg_033_113,3077,3093,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_114,3198,3207,DOMAIN,gmail.com
apache_spark,msg_033,msg_033_115,3255,3271,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_116,3944,3953,DOMAIN,1e100.net
apache_spark,msg_033,msg_033_117,4728,4744,DOMAIN,spark.apache.org
apache_spark,msg_033,msg_033_118,5424,5438,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_119,5494,5508,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_120,5564,5578,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_121,5634,5648,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_122,5704,5718,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_123,5774,5788,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_124,5844,5858,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_125,5914,5928,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_126,5984,5998,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_127,6054,6068,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_128,6124,6138,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_129,6194,6208,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_130,6264,6278,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_131,6334,6348,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_132,6418,6432,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_133,6469,6478,DOMAIN,gmail.com
apache_spark,msg_033,msg_033_134,6664,6678,DOMAIN,mail.gmail.com
apache_spark,msg_033,msg_033_135,6756,6765,DOMAIN,gmail.com
apache_spark,msg_033,msg_033_136,6795,6805,DOMAIN,apache.org
apache_spark,msg_033,msg_033_137,6828,6844,DOMAIN,spark.apache.org
apache_spark,msg_033,JCmR7-6Es8,377,414,DATE_TIME,"Wed, 15 Jan 2025 08:30:28 +0000 (UTC)"
apache_spark,msg_033,s9Q29E1xne,478,498,IP_ADDRESS,2a01:4f8:c2c:d4aa::1
apache_spark,msg_033,hvh2hC8wHq,830,867,DATE_TIME,"Wed, 15 Jan 2025 08:29:08 +0000 (UTC)"
apache_spark,msg_033,nr_ng52qUy,914,940,DATE_TIME,15 Jan 2025 08:29:04 -0000
apache_spark,msg_033,DSKyzTBdsd,1293,1319,DATE_TIME,15 Jan 2025 08:29:03 -0000
apache_spark,msg_033,dEtQ4LwRjx,1456,1487,DATE_TIME,"Wed, 15 Jan 2025 08:29:03 +0000"
apache_spark,msg_033,XQDTixlVrA,1717,1754,DATE_TIME,"Wed, 15 Jan 2025 08:29:03 +0000 (UTC)"
apache_spark,msg_033,cSC7e6Hnwc,2516,2553,DATE_TIME,"Wed, 15 Jan 2025 08:29:01 +0000 (UTC)"
apache_spark,msg_033,1wjMevizyk,2635,2659,DOMAIN,mail-il1-f177.google.com
apache_spark,msg_033,tb1TliDYfc,2675,2698,EMAIL_ADDRESS,dongjoon.hyun@gmail.com
apache_spark,msg_033,z3RRXorsPu,2931,2968,DATE_TIME,"Wed, 15 Jan 2025 08:29:01 +0000 (UTC)"
apache_spark,msg_033,38S5xj9-mG,3096,3133,DATE_TIME,"Wed, 15 Jan 2025 00:29:01 -0800 (PST)"
apache_spark,msg_033,aVC0KlmKT7,5300,5338,DATE_TIME,"Wed, 15 Jan 2025\n 00:28:55 -0800 (PST)"
apache_spark,msg_033,tPD2Z3LiOT,6486,6517,DATE_TIME,"Wed, 15 Jan 2025 00:28:44 -0800"
apache_spark,msg_033,3GAym3Ngxs,244,250,ORGANIZATION,apache
apache_spark,msg_033,z6iWepE4CO,219,225,ORGANIZATION,apache
apache_spark,msg_033,0cH_hDyjWF,435,441,ORGANIZATION,apache
apache_spark,msg_033,nzkf4cQM2H,460,466,ORGANIZATION,apache
apache_spark,msg_033,-9OtYspeAE,701,707,ORGANIZATION,apache
apache_spark,msg_033,tPhBY8MSMI,745,751,ORGANIZATION,apache
apache_spark,msg_033,rXrPNHx7r5,978,984,ORGANIZATION,apache
apache_spark,msg_033,TrLz_H29A8,1054,1060,ORGANIZATION,apache
apache_spark,msg_033,M1_PpEsMJn,1114,1120,ORGANIZATION,apache
apache_spark,msg_033,8VOedtN0Vr,1155,1161,ORGANIZATION,apache
apache_spark,msg_033,qgZqvFgG6o,1187,1193,ORGANIZATION,apache
apache_spark,msg_033,VDtUj22aQL,1236,1242,ORGANIZATION,apache
apache_spark,msg_033,lKV_7OAe14,1384,1390,ORGANIZATION,apache
apache_spark,msg_033,P-sTuO9chf,1351,1357,ORGANIZATION,apache
apache_spark,msg_033,PDTgOZvteX,1418,1424,ORGANIZATION,apache
apache_spark,msg_033,_nj091P5zs,1512,1518,ORGANIZATION,apache
apache_spark,msg_033,p_K4YRCggH,1650,1656,ORGANIZATION,apache
apache_spark,msg_033,LwI0c9JkyB,1603,1609,ORGANIZATION,apache
apache_spark,msg_033,NNc1yoZs4k,1704,1710,ORGANIZATION,apache
apache_spark,msg_033,aeEweaCmpA,1810,1816,ORGANIZATION,apache
apache_spark,msg_033,a8r9Q-dFOS,2244,2250,ORGANIZATION,apache
apache_spark,msg_033,SwIdznbL6s,2341,2347,ORGANIZATION,apache
apache_spark,msg_033,mcaNQ0Q_ms,2403,2409,ORGANIZATION,apache
apache_spark,msg_033,s_tph-V9_x,2502,2508,ORGANIZATION,apache
apache_spark,msg_033,KIlY_N22bq,2776,2782,ORGANIZATION,google
apache_spark,msg_033,zHDlClXnRP,2649,2655,ORGANIZATION,google
apache_spark,msg_033,3dTEeOK-Qp,2996,3002,ORGANIZATION,google
apache_spark,msg_033,3w_1sN9-gg,2918,2924,ORGANIZATION,apache
apache_spark,msg_033,WkGBORofyu,2750,2756,ORGANIZATION,google
apache_spark,msg_033,dNnvBpSQe2,3083,3089,ORGANIZATION,apache
apache_spark,msg_033,gFfcF4JF9F,3261,3267,ORGANIZATION,apache
apache_spark,msg_033,ugGGF4ONny,2863,2869,ORGANIZATION,apache
apache_spark,msg_033,rTyHFT2Uko,2821,2827,ORGANIZATION,apache
apache_spark,msg_033,h5_FFE3Ii6,4734,4740,ORGANIZATION,apache
apache_spark,msg_033,FuTHuGeyYf,6834,6840,ORGANIZATION,apache
apache_spark,msg_033,flr4mQOZaW,6795,6801,ORGANIZATION,apache
apache_spark,msg_033,XVk0m51MWz,3873,3879,ORGANIZATION,Google
apache_spark,msg_033,isfwlquYUJ,5064,5070,ORGANIZATION,Google
apache_spark,msg_066,msg_066_0,16,86,EMAIL_ADDRESS,dev-return-37372-archive-asf-public=cust-asf.ponee.io@spark.apache.org
apache_spark,msg_066,msg_066_1,103,139,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_066,msg_066_2,154,190,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_066,msg_066_3,337,373,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_066,msg_066_4,790,826,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_066,msg_066_5,962,987,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_066,msg_066_6,1038,1063,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_066,msg_066_7,1091,1123,EMAIL_ADDRESS,dev-unsubscribe@spark.apache.org
